연번,관광지명,관광지 분야,관광지 구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자
906,천주교순례길-하논성당길,문화,관광지,,,33.253555,126.26086,,,가족호텔,,,,서귀포성당에서 시작해 하논성당터를 거쳐 다시 서귀포성당으로 도착한다. 천지연 산책로를 지나 자연사박물관이라 불리우는 하논분화구를 거쳐 타케신부의 길· 흙담 소나무길을 지나서 면형의 집에 도착한다.,064-740-6000,제주특별자치도청,2022-12-01
907,천지연기정길,자연,관광지,,제주특별자치도 서귀포시 서귀동 961-33,33.247168,126.5548865,3000,공용주차장+화장실(2동)+음료대+유도 및 안내시설+경보 및 피난시설,관관호텔+전통호텔+가족호텔,,3000,50,서귀포항과 천지연 폭포를 감상하며 즐길 수 있다. 천지연 기정길은 제주올레 6코스에 속하는데· “기정”은 제주어로 벼랑을 뜻한다. 천지연폭포 위쪽으로 이어지는 600여미터의 산책길이다. 새연교와 서귀포항이 내려다볼 수 있다. (영아 새연교 新 참고!),064-733-1528,천지연폭포관리소,2022-12-01
908,천지연폭포,자연,관광지,제주특별자치도 서귀포시 남성중로 2-15,제주특별자치도 서귀포시 천지동 667-7,33.246947,126.554391,528,공용주차장+화장실(2동)+음료대+유도 및 안내시설+경보 및 피난시설,관관호텔+전통호텔+가족호텔,,300,50,서귀포는 용천수가 많이 솟고· 지하 층에 물이 잘 스며들지 않는 수성응회암이 널리 분포한다. 그래서 다른 지역보다 상대적으로 폭포가 많다. 천지연은 '하늘과 땅이 만나는 연못'을 의미한다. 폭포의 길이 22m· 그 아래 못의 깊이가 20m가 된다.,064-733-1528,천지연폭포관리소,2022-12-01
909,청수곶자왈,자연,관광지,제주특별자치도 제주시 한경면 대한로 1036,제주특별자치도 제주시 한경면 청수리 산4,33.300879,126.262135,12960000,공용주차장+화장실,관광호텔,,1000,10,청수 곶자왈은 한경-안덕 곶자왈의 중심부에 속한다. 곶자왈이란 ‘곶’과 ‘자왈’의 합성어로 된 고유 제주어로서· 곶은 숲을 뜻하고· 자왈은 표준어로 ‘덤불에 해당한다. 청수곶자왈은 제주도 내 최대 운문산 반딧불이 서식지이다. 그만큼 생태 숲이 청정하게 유지되고 있다.,064-772-1303,청수리체험마을,2022-12-01
910,청수성결교회,문화,관광지,,,33.325195,126.255844,360,,관광호텔+가족호텔,,78,,청수성결교회는 한경면 청수리에 있다. 교회 건물이 정갈하고 아름다워 사진 찍으러 오는 관광객도 많다. 보통은 마을 주민들이 이용한다. 교회의 건물은 전체적으로 하얀색이라 차분한 느낌을 주며· 창문은 스테인드글라스로 꾸며져 있다. 교회 본 건물 옆에는 종탑과 정원이 있고· 뒤로는 식당 등이 있다.,064-773-0705,제주특별자치도청,2022-12-01
911,체오름,자연,관광지,,제주특별자치도 제주시 구좌읍 덕천리 산 2,33.46547,126.749474,385148,,가족호텔,,,,체오름은 제주시 구좌읍 송당리 산 64-2번지에 있는 기생화산이다. 해발 382.2m· 높이 117m이며 말굽형 분화구를 갖는다. 오름의 모양이 곡식을 까부는 '키'와 비슷하다 하여 체오름이라 한다. 혹은 '삼태기'와 비슷하다 하여 골체오름이라고도 한다. 오름 전체가 사유지라 무단 출입이 금지된다.,064-740-6000,제주관광정보센터,2022-12-01
912,초콜릿랜드,기타,관광지,제주특별자치도 서귀포시 중문관광로110번길 15,,33.24993,126.413266,,,,,,,초콜렛은 피로 회복과 스트레스 완화에 좋다. 초콜릿을 테마로 다양한 형태의 작품들이 전시돼 있다. 세계 최초로 초콜릿을 이용한 그림· 세계 초콜릿 전시장· 어린이를 위한 포토존 등이 있다. 초콜렛 만들기 체험은 재료와 도구가 제공돼 누구든 손쉽게 만들 수 있다. 직접 만든 초콜릿은 포장되어 받을 수 있으므로 제주여행을 기념하여 선물하기 좋다.,064-710-2114,제주특별자치도청,2022-12-01
913,초콜릿박물관,기타,관광지,제주특별자치도 서귀포시 대정읍 일주서로3000번길 144 초콜릿박물관,,33.257039,126.23002,,,,,,,초콜릿박물관은 제주도 서귀포시 대정읍 일과리에 위치한다. 독일 쾰른의 초콜릿박물관에 이어 세계 두 번째의 규모를 자랑하며 동양에서는 처음으로 세워졌다. 초콜릿&카카오 전문 박물관으로 초콜릿의 전래 역사와 유럽을 중심으로 변천을 거듭한 지구상의 모든 초콜릿에 대해 재미있게 살펴볼 수 있다. 세계 10대 초콜릿 박물관으로 선정되었다.,064-710-2114,제주특별자치도청,2022-12-01
914,최남단방어축제,축제,관광지,,,33.226464,126.25283,,,관광호텔,,,,제주특별자치도 올레 10코스의 종점이자 11코스 시작점인 모슬포항은 제주도 남서부 지역의 대표적인 항구이자 최남단 어업 기지다. 1971년에 1종 어항(지금의 국가어항)으로 지정되었다. 마라도와 가파도로 가는 배가 이곳에서 운항된다. 매년 11월에 모슬포항 일원에서 ‘최남단 방어 축제’가 열린다.,064-773-0705,제주특별자치도청,2022-12-01
915,최영장군사당,문화,관광지,,,33.964085,126.295525,180,주차장,관광호텔+가족호텔,,39,20,고려 공민왕 때 제주도에는 제주목사가 죽임을 당하는 등 반란이 끊이질 않았다. 따라서 조정에서 공민왕 23년 최영 장군으로 하여금 이를 진압하도록 하였다. 군사를 이끌고 제주도로 원정을 가는 도중에 거센 풍랑을 만나 바람이 잠잠해지기를 기다리며 추자도로 대피하게 되었다. 1970년 국고보조에 의해 건물이 복원되었으며 1971년 8월 지방문화재로 지정되었고 1974년 사당 단청 및 담장을 보수함으로써 옛 모습을 찾게 되었다.,064-728-2735,제주특별자치도청,2022-12-01
916,추사유배길-1코스 집념의길,문화,관광지,,,33.964085,126.295525,,,휴양콘도미니엄,,,,코스구간. 8㎞/ 3~4시간 소요 추사관에서 시작해 송죽사 터· 한남의 수가 터· 정난주 마리아 묘· 단산· 세미물· 대정향교를 거쳐 다시 추사관으로 연결되는 코스다. 선생이 주로 머물던 마을 주변과 후학들을 가르치기 위해 찾았던 대정향교 등을 잇는 코스로 약 3시간 정도면 돌아볼 수 있다. 혹독한 시련 속에서도 끊임없이 자신을 갈고닦았던 추사 김정희의 삶 절망 속에서도 부단한 노력으로 학문을 연구하고 닦은 발자취 학자적인 면모를 확인할 수 있는 집념의 길을 되돌아본다.,064-728-2735,제주특별자치도청,2022-12-01
917,추사유배길-2코스 인연의길,문화,관광지,,,33.964085,126.295525,,,가족호텔,,,,추사의 편지· 차 등을 통해 추사의 인연을 떠올리는 길로 약 8km 정도의 구간이며 추사관에서 수월히 못· 제주옹기박물관· 곶자왈· 오설록 녹차밭으로 이어지는 코스다. 인연의 길 끝에 오설록에 다다르면 특히 차를 사랑했던 추사와 인연이 깊은 녹차밭이 아름답게 펼쳐진다는 추사는 제주에 최초로 차를 도입한 사람이기도 한데 그의 벗· 초의선사가 가져다준 차나무를 마당에 심고 직접 차를 만들어 마셨는데 이때 제주에 차가 전해졌다고 한다,064-728-2735,제주특별자치도청,2022-12-01
918,추사유배길-3코스 사색의길,문화,관광지,,,33.964085,126.295525,,,가족호텔,,,,추사 유배길 3코스는 대정향교를 시작으로 완당인보· 산방산· 안덕계곡으로 연결된다. 추사는 제자들과 함께 이 길을 통해 안덕계곡을 즐겨 찾았다고 한다. 맑은 물이 계곡 위로 흐르고 울창한 원시림이 우거져 절경을 자랑하는 안덕계곡은 추사가 무척 좋아했던 곳이다. 대정향교를 출발하여 넓게 펼쳐친 밭들 사이를 지나면 저 멀리 우뚝 선 산방산이 보인다. 한라산 백록담의 일부를 설문대할망이 뚝 떼다가 놓았다는 산방산은 추사가 유배 시절 자주 찾았다고 한다.,064-728-2735,제주특별자치도청,2022-12-01
919,추사적거지,문화,관광지,,,33.25022,126.27838,2500,,관광호텔+가족호텔,,543,,서귀포시 대정읍에 있는 '추사적거지'는 조선 헌종 6년에 권력 싸움에서 밀려나 제주도로 유배된 추사 김정희가 9년 동안 적거하던 곳이다. 2007년에 국가지정문화재 사적 제487호로 지정되었다. 김정희의 글씨와 그림의 복제품을 전시해 놓은 추사기념관은 김정희의 세한도를 모티브로 하여 지어졌다. 김정희가 머물러 살던 초가도 있는데· 이는 1948년 제주도 4·3사건 때 불타버리고 빈터만 남았다가 1984년에 복원된 것이다.,064-760-3406,제주특별자치도청,2022-12-01
920,추억애거리,기타,관광지,제주특별자치도 제주시 도공로 3-3,,33.505996,126.465768,,,,,,,제주특별자치도 올레길 17코스에 속해 있는 도두 추억애거리는 동심을 자극하는 벽화와 조형물들이 있다. 도두 추억에 거리에는 굴렁쇠 굴리기· 공기놀이· 고무줄놀이· 팽이치기· 딱지치기· 말타기 놀이를 하는 아이들의 모습이 나타나 있다. 다양한 조형물과 함께 사진을 찍을 수 있는 포토존이 많이 구성되어 있고 남녀노소 동심을 되찾게 하는 테마거리이다. 7080년대 감성을 담고 있는 도두 추억에 거리는 지금은 성인이 된 어른들의 인생의 황금기를 떠올리게 하는 곳이기도 하다.,064-710-2114,제주특별자치도청,2022-12-01
921,추자도,자연,관광지,,제주특별자치도 제주시 추자면 추자도,33.94744,126.322306,7050000,화장실,관관호텔+전통호텔+가족호텔,,,,제주도와 전라남도의 중간 지점에 위치하고· 제주시에 포함된 추자도는 상추자와 하추자로 이루어져 있으며· 부근에 4개의 유인도와 38개의 무인도가 있는 섬이다. 1·600명 가량의 인구가 살고 있는 유인도이다. 추자도는 예로부터 멸치잡이로 유명하며 벵에돔· 돌돔· 참돔· 전갱이 등의 고급 어종이 많이 잡혀 바다 낚시에 대한 인기가 상당히 높다. 근래에 추자올레코스가 생긴 후부터는 낚시꾼뿐만 아니라 일반 관광객도 많이 찾는 섬이 되었다.,064-728-1526,추자면사무소,2022-12-01
922,추자도등대,자연,관광지,제주특별자치도 제주시 추자면 영흥4길 43,제주특별자치도 제주시 추자면 영흥리 75,33.955172,126.296823,11047,공중화장실+주차장,가족호텔,,,3,추자도 등대는 제주특별자치도 해협과 부산· 목포 등 내륙을 오가는 여객선과 화물선 그리고 동중국해를 항해하는 선박들의 안전한 밤길을 인도하는 역할을 한다.,064-742-3780,추자항로표지관리소,2022-12-01
923,추자등대,자연,관광지,,제주특별자치도 제주시 추자면 영흥리 77-3,33.956789,126.297811,476,,가족호텔,,,,1970년대 말 부산과 목포로 오가는 배들과 동중국해로 오가는 배의 안전항해를 돕기 위해 1980년 점등하여 운영되는 등대로 이후 노후화로 철거하고 새로 지었다.,064-728-4291,추자면 산업수산과,2022-12-01
924,추자연도교,자연,관광지,,제주특별자치도 제주시 추자면 영흥리 97-3,33.952692,126.304051,123,공중화장실(수장공원)+공용주차장,가족호텔,,,5,추자 연도교는 상추자도와 하추자도를 잇는다. 1972년 완공하였으나· 골제를 실은 트럭이 통행하다가 다리가 무너지는 바람에 1995년 다시 공사를 진행하여 총길이 212m· 폭 8.6m로 완공된 다리이다.,064-728-4265,제주특별자치도청,2022-12-01
925,칠머리길,자연,관광지,제주특별자치도 제주시 칠머리길 1,제주특별자치도 제주시 건입동 956-16,33.517721,126.535758,1055,공용주차장(2곳),관광호텔,,,72,제주특별자치도 칠머리길은 제주시 건입동의 옛 골목길로· 제주항 연안여객선 터미널에서 사라봉으로 이어지는 제주특별자치도 올레길 18코스가 통과하는 곳에 있다. 이 길을 걷다 보면 칠머리당 터를 볼 수 있다. 칠머리당영등굿은 어부· 해녀들이 해신에게 무사 안녕과 풍년을 기원했던 의식으로 해마다 음력 2월 초하루에 영등신을 맞이하고 14일에는 영등신을 보내는 송별제를 지낸다. 칠머리길을 따라 걸으면 제주의 오래된 옛 골목을 걷게 되는데· 이 길을 걷다 보면 제주의 소박한 삶을 엿볼 수 있다.,064-728-1536,제주특별자치도청,2022-12-01
926,카멜리아힐,기타,관광지,제주특별자치도 서귀포시 안덕면 병악로 166,,33.2901143,126.3684044,,,,,,,카멜리아힐은 동양에서 가장 큰 동백 수목원으로 토종 동백부터 아기 동백· 유럽 동백 등 80여 개국 500여 품종의 수많은 동백꽃을 만날 수 있다. 수목원 안에 아기자기한 포토 스폿이 많아 연인과 가족 단위 관광객에게 특히 인기가 높다. 동백꽃이 피는 계절이면 흐드러지게 피어난 동백꽃을 배경으로 멋진 인생 사진을 남기기 위해 찾아드는 발걸음이 끊이지 않는다.,064-710-2114,제주특별자치도청,2022-12-01
927,카카오본사,기타,관광지,제주특별자치도 제주시 첨단로 242,,33.4500257,126.5733138,,,,,,,카카오본사는 제주특별자치도 바다가 내려다보이는 한라산 기슭에 있다. 이 건물은 제주의 땅 형상을 표현한 건축물로 독특한 건축미를 인정받았다. 제35회 한국건축가협회상 본상과 2012 한국건축문화대상 준공건축물 부문 민간부문 대상을 받았다. 최근에는 제주의 건축 기행 코스로도 많이 소개되고 있다. 가이드 투어는 카카오 본사 홈페이지에서 예약할 수 있으며 입장료는 무료이다. 프로그램 소요 시간은 약 60분가량이다. 외부 공간은 별도의 신청 없이 둘러볼 수 있다.,064-710-2114,제주특별자치도청,2022-12-01
928,캐니언파크,기타,관광지,제주특별자치도 제주시 삼무로 51,,33.490268,126.4924748,,,,,,,"""동물과 교감할 수 있는 국내최대 실내 동물원"" 제주특별자치도 최대규모를 자랑하는 실내동물원· 신비한 동물 친구들이 모여있는 캐니언파크 제주는 50여종 200여마리의 다양한 동물들과 교감하고 만져보면서 먹이주기 체험까지 할 수 있어 인기만점이다. 어른과 아이· 그리고 연인들도 함께 즐길 수 있는 실내 카약· 캐니언플레이· VR 존· 그리고 로비 파스타 등의 다양한 먹거리 등 다양한 프로그램과 함께 추억을 만들 수 있다.",064-710-2114,제주특별자치도청,2022-12-01
929,캐릭파크,기타,관광지,제주특별자치도 제주시 조천읍 선교로 266,,33.4793016,126.700604,,,,,,,캐릭파크는 거문오름 인근에 위치한 부지 1만여평· 실내 1천여평의 캐릭터 전시장으로 세계의 유명한 캐릭터를 관람하고· 첨단장비가 탑재된 기구를 통해 과학적 원리를 깨우치는 놀이를 체험할 수 있다. 전시장은 제1 전시관· 제2 전시관· 제3 전시관으로 나뉘어 있으며· 탑승로봇· 각종 스크린 게임· 캐릭터 애니메이션· 대형스크린 사격장· 공룡과 공룡알 부화 등 101개의 테마로 이루어져 있다. 어린이를 동반한 여행객들이 방문하기 좋다.,064-710-2114,제주특별자치도청,2022-12-01
930,캔디원,기타,관광지,제주특별자치도 제주시 조천읍 선교로 384,,33.4727191,126.7061921,,,,,,,국내 최대 수제 캔디 브랜드로 꼽히는 캔디원은 사탕이 생겨난 유래와 종류· 제작 과정 등을 알아보고 직접 만들어 보는 색다른 체험을 하는 곳이다. 사탕을 좋아하는 사람에게 캔디원은 참새 방앗간이나 다름없다. 캔디 만들기는 생각보다 시간이 오래 걸린다. 운이 좋으면 캔디 마스터들이 사탕을 만드는 모습도 볼 수 있다. 돌돌 말린 반죽덩이에서 작고 달콤한 사탕이 나오기까지 전 과정이 눈 앞에 펼쳐진다.,064-710-2114,제주특별자치도청,2022-12-01
931,코코몽 에코파크,기타,관광지,제주특별자치도 서귀포시 남원읍 태위로 536 제주코코몽에코파크,,33.274611,126.705871,,,,,,,코코몽에코파크는 아이가 자연의 소중함을 익혀 미래의 감성 리더심을 지닌 어른으로 성장하고· 자연을 보고· 먹고· 느끼면서 뛰는 아이들이 지구와 환경을 생각하는 예비 리더로 발돋움 시키고자 만들어진 곳이다.(친환경 테마 체험 공간)· (프리미엄 놀이기구)· (상상력을 자극 시키는 공간과 프로그램)· (예술 작품 체험)· (실내 외 키즈 테마 파크) 등으로 다양한 시설과 프로그램을 제공하고 있어 아이들과 여행하는 엄마 아빠들이 즐겨 찾는 관광지 중 한 곳이다.,064-710-2114,제주특별자치도청,2022-12-01
932,큰넓궤,문화,관광지,,제주특별자치도 서귀포시 안덕면 동광리 90 일대,33.31075,126.357635,,,휴양콘도미니엄,,,,동광리의 큰 넓은 궤와 도에서 궤는 동광목장 안에 있는 용암동굴로 1948년 11월 중순 이후 동광 주민들이 2개월가량 집단으로 은신 생활을 했던 곳이다. 동광리 주민들이 대거 이 굴로 숨어들게 된 것은 11월 15일 중산간마을에 대한 초토화작전이 수행된 이후였다. 그 후 동광 주민들은 마을 인근 여기저기에서 숨어 사는 생활을 할 수밖에 없었다. 당시 어린아이들이나 노인은 이 굴 속에서 살았다고 전해진다.,064-710-8452,제주특별자치도청,2022-12-01
933,큰노꼬메오름,자연,관광지,,제주특별자치도 제주시 애월읍 유수암리 산 138,33.388609,126.411236,393272,주차장+화장실(1동),관광호텔+가족호텔,,,40,노꼬메큰오름은 제주특별자치도 북서쪽 중산간에 자리 잡고 있으며 바로 옆에 노꼬메족은오름이 나란히 서 있다. 높고 뾰족한 오름이 노꼬메큰오름이고 그 옆의 낮은 오름이 노꼬메족은오름이다. 노꼬메큰오름은 해발 800m의 높이와 가파른 사면을 이루고 두 개의 봉우리를 품고 있는 큰 화산체다. 북쪽의 봉우리가 주봉으로 정상이고 화구 방향인 북서쪽에 소 구릉들이 흩어지어 있으며 원형 화구였던 것이 침식되어 북서쪽으로 벌어진 말굽형 화구를 이루었다.,064-740-6000,제주관광정보센터,2022-12-01
934,큰바리메오름,자연,관광지,제주특별자치도 제주시 애월읍 산록서로 15,제주특별자치도 제주시 애월읍 어음리 산3,33.376987,126.388,558712,주차장+화장실,가족호텔,,,44,바리미오름은 해발 763m이며 오름의 형상은 원형이다. 오름의 모양이 바리를 닮았다고 하여 지어진 이름이다. 바리는 제주도에서 여성들의 밥그릇으로 사용된 그릇이다. 정상부의 분화구(굼부리)는 둘레가 130m이고 깊이는 78m이며 전형적인 분화구의 모습을 잘 간직하고 있는 곳이다. 오름의 서쪽으로는 완만한 경사지로 목장이 들어서 있다. 나머지 경사면에는 나무들이 무성하게 자라나고 있다.,064-740-6000,제주관광정보센터,2022-12-01
935,큰사슴이오름(대록산),자연,관광지,,제주특별자치도 서귀포시 표선면 가시리 산68번지,33.399119,126.729574,522097,주차장+화장실(1동),관광호텔+가족호텔,,,200,큰사슴이오름은 소록산과 자락을 맞대어 있다. 형태는 전반적으로 가파르고 둥근 산체에 동서로 다소 퍼져있으며· 정상부의 동서 봉우리 사이에 둥그렇게 패어있는 원형 화구를 갖는 화산체이다. 화구 안사면에는 해송· 삼나무 등 잡목으로 숲을 이루면서 정상부로 양지바른 곳에는 진달래가 식생하고· 지형 지세가 마치 사슴과 비슷하다고 하여 큰 오름은 큰사슴이(대록산)· 작은 오름은 족은 사슴이(소록산)라 부른다.,064-740-6000,제주관광정보센터,2022-12-01
936,탐나라 공하국(제주남이섬),문화,관광지,,제주특별자치도 서귀포시 안덕면 동광리 90 일대,33.31075,126.357635,87000,주차장+화장실,관광호텔+가족호텔,,18913,40,제주특별자치도 서쪽 한림읍 금악리에 자리 잡은 탐나라공화국은 대한민국 안에 개국한 또 하나의 나라다. 정확하게는 가상국가형 테마파크이다. 초소 형국 가체(Micro nation)라고 한다. 이미 경기도에 남이섬 공화국을 만들었던 이곳 대통령(강우현 대표)은 ‘탐나라공화국은 여행자가 함께 가꾸는 나라’라고 말한다. 이름부터 낯선 탐나라공화국은 제주의 옛 이름 ‘탐라’를 의미한다. 여권도 있고 이곳에서만 사용하는 화폐도 있다.,064-710-8452,제주특별자치도청,2022-12-01
937,탐라국 입춘굿놀이,축제,관광지,,,33.513355,126.52145,1636,주차장,관광호텔+가족호텔,,356,20,탐라국입춘굿은 먼 옛날 탐라 시대부터 이어지는 역사를 계승한다는 점에서 의미가 있다. 1841년 이원조가 쓴 《탐라록》을 비롯해 여러 문헌에는 탐라국의 왕이 친경적전(親耕籍田· 왕이 몸소 농사를 지으며 농업을 장려하던 풍속)과 더불어 풍년을 기원하며 의식을 치렀다고 밝힌다. 축제를 주관하는 제주민예총이 탐라국입춘굿을 “명맥이 끊긴 전통사회의 입춘굿을 오늘에 맞게 부활시킨 새로운 축제”라고 소개할 만한 지난 역사가 있는 셈이다.,064-728-2714,제주특별자치도청,2022-12-01
938,탐라문화제,축제,관광지,,제주특별자치도 제주시 일도1동 1146-22,33.513214,126.5283,,,휴양콘도미니엄,,,,탐라문화제는 제주의 과거 명칭인 ‘탐라’ 문화의 원류를 찾아내 중흥시킨다는 목표 아래 제주특별자치도 민속과 역사· 문화유산· 예술을 제주도민들과 함께 세계에 선보이는 이름하여 ‘제주문화 종합선물세트’다. 탐라인의 얼을 전승하고 공감하고 향유하는 120만 제주도민의 축제로 어린이에서 어른· 도민에서 관광객· 아마추어 예술인에서 전문예술인까지 다양한 세대가 제주문화로 소통하는 축제의 장이다.,064-753-3287,제주특별자치도청,2022-12-01
939,탑동,기타,관광지,제주특별자치도 제주시 중앙로 2,제주특별자치도 제주시 삼도이동 1262,33.517901,126.52396,10132.9,화장실+주차장+관광안내소+ 전기차충전소,관광호텔,,,69,탑동 매립지의 중심에 위치한 해변 공연장은 광장· 방파제와 더불어 탑동의 3대 명물 중의 하나이다. 11만 2백 제곱미터의 면적에 연면적 1천 9백 55제곱미터의 건축물로 약 25억원의 예산을 들여 지상 3층으로 건축된 해변 공연장은 제주특별자치도 방사탑의 모양을 하고 있다. 제주특별자치도 방사탑은 돌무더기를 둥글게 쌓아 올린 모양으로서 마을의 경계나 허한 곳에 세워져 밖에서 침입하는 부정과 악을 막는다는 의미를 지니고 있다., 064-728-3246,제주특별자치도청,2022-12-01
940,탑동해변공연장,축제,관광지,제주특별자치도 제주시 중앙로 2,,33.518116,126.524185,,,,,,,아름다운 제주특별자치도 해변 풍광과 함께 시원한 바다 내음을 맡으며 다양한 무대 공연을 관람할 수 있는 야외공연장이다. 공연장의 구조를 갖춘 최초의 야외 공연장으로서 수준 높은 공연이 가능한 곳이다. 지상 3층의 공연장 건물과 노천 객석 2500여석 규모로 전국 유일의 바닷가에 인접한 공연장으로 국내 최초의 야외공연장이다. 주변에 조망할 수 있는 바다와 항구가 있고· 공연장 옆에는 광장이 있어서 다양한 여가 활동을 즐기는 제주특별자치도 시민을 만날 수 있다.,064-710-2114,제주특별자치도청,2022-12-01
941,태역장오리,자연,관광지,,제주특별자치도 제주시 봉개동 산 78-2,33.410843,126.603219,103519,,관광호텔+가족호텔,,,,살손장오리· 쌀손오름· 사손장올(沙孫長兀)· 쌀손장올 등 여러 별칭이 있다. 모두 오랜 옛날 무사들이 활 솜씨를 겨루었던 오름이라는 데에서 유래한 명칭이다. 이 오름에는 아득한 옛날 삼신인(三神人)이 활을 쏘며 사냥했다는 전설도 전해지고 있다. 높이 912.5m· 둘레 2092m· 총면적 29만 8849㎡ 규모의 기생 화산으로 전체가 울창한 나무숲으로 덮여 있다. 각각 북서쪽과 북동쪽으로 입구가 벌어진 2개의 말굽형 분화구가 있는 복합형 화산체이다.,064-740-6000,제주관광정보센터,2022-12-01
942,태웃개,자연,관광지,제주특별자치도 서귀포시 남원읍 태위로398번길 57,제주특별자치도 서귀포시 남원읍 위미리 69,33.269917,126.691781,1353,화장실,휴양콘도미니엄,,,,"남원읍 위미리에 있는 곳으로· 올레 5코스에 속해있다. 태웃개는 태우(떼 배)를 메어두는 곳""이라는 의미다. 현재는 용천수 풀장이 따로 마련되어 아이들의 물놀이 장소로 이용되기도 하며· 물이 맑아 스노쿨링 장소로도 좋은 곳이다.",064-764-2720,위미3리사무소,2022-12-01
943,태흥포구,자연,관광지,,제주특별자치도 서귀포시 남원읍 태흥리,33.286429,126.749754,28888.65,공용주차장+화장실,가족호텔,,500,25,제주올레 4코스 후반부에 있는 태흥포구는 탁 트인 바다 풍경을 자랑하는 곳으로 정자에 가만히 앉아 하늘이 분홍빛으로 물드는 일몰의 순간에 바닷가에 비친 태양의 아름다운 모습을 볼 수 있는 장소이다. 작은 규모의 포구이지만 500m에 달할 정도로 멀리 뻗어나간 방파제가 자리 잡고 있는 이곳은 바다를 따라 산책할 수 있는 해안산책로가 구성되어 있다. 혼자 온 여행객들은 마음속에 품고 있는 여러 가지 생각들을 정리할 수 있는 최고의 장소가 된다.,064-764-0183,태흥2리사무소,2022-12-01
944,터진목&성산면 4.3희생자 유령비,문화,관광지,,,33.450108,126.922455,,,관광호텔+가족호텔,,,,터진목은 특별중대에 끌려온 성산· 구좌면 관내 주민들이 감자 공장 창고에 수감되어 고문당하다 총살됐던 학살터였다. 실제 1940년대 초까지만 해도 성산리는 물 때에 따라 육지 길이 열리고 닫혔었다. 이후 주민과 행정 당국이 공사를 벌여 육지와 완전히 이어지게 됐는데· 지금도 이 일대를 '터진목'이라 한다. 성산면의 온평리· 난산리· 수산리· 고성리 등 4 3 당시 희생된 성산면 관내 주민 대부분이 이곳 터진목에서 희생됐다.,064-740-6000,제주특별자치도청,2022-12-01
945,테디베어뮤지엄 제주,기타,관광지,제주특별자치도 서귀포시 중문관광로110번길 31,,33.250242,126.411974,,,,,,,테디베어뮤지엄은 1902년에 탄생한 테디베어의 역사를 전시한 국내 최초이자 최대 규모의 박물관이다. 세계 각국에서 모아 온 진귀한 테디베어들이 전시되어 있을 뿐만 아니라· 테디베어 전시를 통해서 20세기 인류 역사를 소개하고 있다. 엘비스 프레슬리의 유명 히트 공연을 감상할 수도 있고· 세계적인 명화를 패러디한 베어 등 흥미롭고 다채로운 구성으로 아이에서 어른 할 것 없이 누구나 좋아하고 사랑하는 테디베어를 만날 수 있다.,064-710-2114,제주특별자치도청,2022-12-01
946,테디베어사파리 테지움,기타,관광지,제주특별자치도 제주시 애월읍 평화로 2159,,33.412225,126.393651,,,,,,,테디베어 사파리(테지움)는 정서적 안정과 심리치료에 탁월한 효과가 있는 귀엽고 앙증맞은 테디베어로 구성된 인형 박물관으로 정서적으로 메마르기 쉬운 환경에 놓여있는 현대인들에게 테디베어 특유의 포근함을 느끼게 해준다. 한국과 유럽· 미국을 비롯한 한국· 독일· 프랑스· 미국을 비롯한 세계 약 10개국· 100여명의 작가가 제작에 참여했으며· 사파리· 바닷속 이야기를 인형들로 재미있게 구성하여 아이들을 동반한 여행객들에게 꾸준히 사랑받고 있다.,064-710-2114,제주특별자치도청,2022-12-01
947,토끼섬,자연,관광지,,제주특별자치도 제주시 구좌읍 하도리,33.524492,126.902583,3174,주차공간+화장실(+별방진 왼쪽편 개방화장실),가족호텔,,,15,제주시 구좌읍 하도리 굴동포구에 이르면 약 50미터쯤 떨어진 곳에 표류하는 듯 떠 있는 작은 섬이 보인다. 그 섬이 바로 토끼섬으로 한여름 하얀 문주란꽃이 온 섬을 뒤덮을 때 그 모양이 토끼 같아서 붙여진 이름이다. 우리나라에서 유일하게 문주란이 자생하고 있다. 먼 옛날 멀리 아프리카 남단에서 파도를 타고 온 씨앗이 정착하여 뿌리를 내렸는지도 모른다는 토끼섬의 문주란은 천연기념물 19호로 지정되어 보호받고 있다.,064-783-3073,하도리사무소,2022-12-01
948,토산봉(망오름),자연,관광지,,제주특별자치도 서귀포시 표선면 토산리 산 13,33.321917,126.774259,160018,,관광호텔+가족호텔,,,,표선면 토산리 토산초등학교에서 북쪽 약 900 m 지점에 위치한 오름으로· 일주도로면 토산2리에서 토산1리를 잇는 도로가 오름서쪽을 통과하고 있다. 조선시대에 오름에 봉수대가 있어서 서쪽으로 자배봉수· 동쪽으로 달산봉수와 교신했었다고 한다. 토산봉이라는 이름은 오름의 형태가 토끼 형국이라 붙여진 이름이라고 하며· 조선시대에 봉수대가 있어서 토산망 혹은 망오름 등으로 불리고 있다고 한다.,064-787-3307,제주관광정보센터,2022-12-01
